id,statement,label,speaker,party_affiliation,subject,context,pants_on_fire_counts,false_counts,barely_true_counts,half_true_counts,mostly_true_counts,label_id
7983.json,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,true,barbara-buono,democrat,"state-budget,state-finances",a state Senate budget hearing,1,1,3,4,4,5
3222.json,Financed the largest parking expansion program without a rate increase.,barely-true,dick-greco,none,city-budget,city report reprinted as 2011 mayoral campaign material,0,0,1,1,0,2
5004.json,"A study says Massachusetts has lost 18,000 jobs because residents were required to obtain health insurance under an act signed into law by Mitt Romney.",barely-true,rick-perry,republican,health-care,a Republican presidential debate,18,30,30,42,23,2
4048.json,Says Gov. Scott Walkers budget includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $2.3 billion over the next decade.,half-true,one-wisconsin-now,organization,"state-budget,taxes",a news release,1,2,0,2,1,3
3075.json,"Between the year 2000 and 2006, (insurance) premiums in this country doubled.",mostly-true,chris-van-hollen,democrat,health-care,comments on the House floor,0,0,0,0,4,4
7947.json,Says 92 percent of Texas counties had no abortion provider in 2008.,mostly-true,wendy-davis,democrat,abortion,a filibuster on the Senate floor,1,1,5,8,12,4
11146.json,"In 1960, we spent more than 3 percent of our GDP on infrastructure projects like the Interstate Highway. Today we spend less than 1 percent of our GDP on these vital investments.",half-true,gerry-connolly,democrat,"economy,infrastructure,transportation",a written statement.,0,0,1,4,1,3
6606.json,There is an increasing amount of evidence from public polling that the highest number of Americans ever identify themselves as pro-life.,mostly-true,marco-rubio,republican,abortion,an interview on 'Face the Nation',5,24,33,32,35,4
331.json,"Hillary Clinton ""agrees with (John McCain) in embracing the Bush-Cheney policy of not talking to leaders we don't like.""",barely-true,barack-obama,democrat,foreign-policy,Denver,9,71,70,160,163,2
12178.json,Recent reports state that the U.S. Customs and Border Protection has apprehended several members of known Islamist terrorist organizations crossing the southern border in recent years.,mostly-true,ron-desantis,republican,"homeland-security,immigration,terrorism",a House Oversight Committee National Security Subcommittee hearing,0,0,0,0,1,4
6655.json,"Jeb Bush recently noted, Reagan himself would have been too moderate, too reasonable for todays GOP.",half-true,charlie-crist,democrat,history,a Democratic National Convention speech,2,9,15,20,19,3
1814.json,"""Youve got almost twice as many cops in New York City as you do on our entire border. Thats nuts.""",half-true,david-dewhurst,republican,"crime,homeland-security,immigration",an interview,5,8,8,10,5,3
5874.json,Mitt Romney has proposed cutting his own taxes while raising them on 18 million working families.,mostly-true,barack-obama,democrat,taxes,a campaign speech in Ohio,9,71,70,160,163,4
790.json,"""(Bill) Ayers and Obama ran a radical education foundation together.""",pants-fire,john-mccain,republican,patriotism,a Web ad,8,39,31,31,37,0
6414.json,Ninety percent of the topsoil has inadequate moisture to grow crops.,true,john-kasich,republican,"agriculture,states,water,weather",an announcement at the Ohio State Fair,3,8,9,10,18,5
10268.json,The poorest counties in the U.S. are in Appalachia and happen to be more than 90 percent white.,half-true,jim-webb,democrat,poverty,an announcement.,0,0,1,1,5,3
8374.json,The health care marketplaces have no privacy protections.,false,tom-cotton,republican,"health-care,technology",an MSNBC interview,1,4,3,2,3,1
1825.json,"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.""",true,michael-steele,republican,"civil-rights,elections,history,legal-issues,abc-news-week",an interview on ABC's This Week,2,1,0,1,0,5
3418.json,Says that President Obama said in 2008 that his proposed greenhouse gas regulations will bankrupt anyone who wants to build a new coal-fired power plant.,mostly-true,ohio-coal-association,none,"cap-and-trade,climate-change,environment",testimony to a House subcommittee,0,0,0,0,1,4
9429.json,Our trade with Mexico is $720 million a day; thats our No. 1 trading partner.,mostly-true,leticia-van-de-putte,democrat,"economy,foreign-policy,trade",an interview,1,2,2,4,1,4
4991.json,In this country we have more natural gas than Saudi Arabia has oil.,barely-true,jon-huntsman,republican,"energy,environment",a Republican presidential primary debate,1,1,5,5,4,2
10896.json,There is not a single documented case of abuse of the bulk metadata collectionprogram.,half-true,marco-rubio,republican,"homeland-security,terrorism",a USA Today op-ed,5,24,33,32,35,3
4795.json,The loan guarantee program that helped Solyndra was a program that was supported by President Bush.,mostly-true,david-plouffe,democrat,"energy,federal-budget","an interview on ""Meet the Press""",0,0,1,0,2,4
11967.json,There is not a single candidate in the Republican primary that thinks we should do anything about climate change.,mostly-true,barack-obama,democrat,climate-change,a press conference,9,71,70,160,163,4
12196.json,"There are no rules governing the 2016 Republican convention, the rules have not been set.",mostly-true,john-kasich,republican,"elections,legal-issues,states",an interview,3,8,9,10,18,4
9215.json,ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in their online shopping carts.,false,donald-trump,republican,health-care,a tweet,61,114,63,51,37,1
2773.json,About 1 in 10 public school teachers in Wisconsin would have been laid off without federal stimulus funds.,barely-true,jim-doyle,democrat,"education,stimulus",an interview with the BBC NewsHour,0,1,1,1,1,2
12283.json,She is the only candidate who has stood by our community and immigration reform from the beginning.,barely-true,hillary-clinton,democrat,immigration,a radio ad in spanish,7,29,40,69,76,2
4184.json,"The U.S. wont default, because default means that you dont pay your creditors. And it takes about 10 percent of the money thats coming in right now to pay interest to bondholders.",false,tom-price,republican,"deficit,economy","an interview on CNN's ""State of the Union with Candy Crowley""",0,2,1,5,3,1
7559.json,On support of Gov. John Kasichs drilling tax plan,false,bill-batchelder,republican,taxes,,3,1,0,1,1,1
4693.json,Barack Obama is the First President to terminate Americas ability to put a man in space.,pants-fire,chain-email,none,"history,space",a chain e-mail,105,43,11,8,5,0
6758.json,Barack Obama refuses to acknowledge Jerusalem as the capital of Israel.,mostly-true,republican-jewish-coalition,republican,"foreign-policy,israel",an election flier ,0,0,0,0,2,4
8096.json,A Republican housing finance reform bill would eliminate a persons ability to obtain 15- and 30-year mortgages.,half-true,gwen-moore,democrat,"federal-budget,financial-regulation,housing",a news release,1,4,3,4,3,3
717.json,"When George Bush said we shouldnt investigate why the governments response to Hurricane Katrina was so incompetent, John McCain stood with him.",half-true,joe-biden,democrat,"bush-administration,natural-disasters","St. Clair Shores, Mich.",4,10,11,21,16,3
8930.json,"The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.",pants-fire,jonathan-boucher,democrat,"climate-change,congress,economy,energy,environment,jobs,workers",a Providence Journal commentary,1,0,0,0,0,0
8760.json,Buried in the Affordable Care Act is a huge government bailout.,half-true,charles-krauthammer,none,health-care,"a ""Washington Post"" op-ed",0,0,1,1,0,3
8375.json,Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.,half-true,republican-party-wisconsin,republican,"education,state-budget,taxes",a web post,0,3,4,2,3,3
7982.json,About 95 percent of (Ohios) electricity comes from burning coal.,half-true,john-boehner,republican,"energy,environment",a news conference,2,22,13,11,4,3
9635.json,"Literally, by the time a child is 18 years of age, theyve killed over 100,000 people in video games and other online things.",half-true,mark-omara,none,pop-culture,comments on CNN,0,0,0,1,0,3
1124.json,Page 992 of the health care bill will establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!,pants-fire,liberty-counsel,none,"abortion,health-care",a memo on the group's Web site.,1,0,0,0,0,0
7658.json,We Really Do Have the Highest Corporate Tax Rate in the World.,mostly-true,tax-foundation,none,taxes,a press release,0,0,0,2,1,4
9856.json,Says Sen. JeanneShaheens wealth has surged while in public office.,barely-true,ending-spending-action-fund,independent,"congress,income,message-machine-2014,campaign-advertising",a campaign ad,0,0,4,0,2,2
2613.json,Says hesso bipartisan that 12 of my bills were signed into law by Democratic President Bill Clinton.,mostly-true,rob-portman,republican,job-accomplishments,a debate,1,5,3,11,11,4
8993.json,Says Rick Scott oversaw the largest Medicare fraud in the nations history.,mostly-true,florida-democratic-party,democrat,"candidates-biography,medicaid,medicare",a press release,3,4,5,4,5,4
1335.json,The Senate health care bill is longer than Tolstoy's 'War and Peace.',barely-true,orrin-hatch,republican,health-care,a news release,0,0,2,1,0,2
6412.json,"Says Connie Mack IV has been a promoter for Hooters with a history of bar room brawling, altercations and road rage.",mostly-true,bill-nelson,democrat,"candidates-biography,10-news-tampa-bay",a TV ad,0,1,3,8,10,4
10473.json,The streetcar project proposed for downtown Milwaukee would actually take precious revenue away from the Milwaukee Public Schools.,barely-true,joe-davis-sr,none,transportation,a video,0,0,1,0,0,2
939.json,"""We are making the largest investment in education in our nations history.""",true,barack-obama,democrat,"education,stimulus",a bill signing ceremony in Denver.,9,71,70,160,163,5
8361.json,Violent crime is up since the last year of Sharpe James administration. This year its higher. The unemployment rate is almost 15 percent. The high school dropout rate is over 50 percent.,half-true,steve-lonegan,republican,"crime,education,jobs",an interview on the John Gambling radio show,0,2,1,2,0,3
5050.json,Says Rick Santorum voted for the Bridge to Nowhere.,mostly-true,rick-perry,republican,"federal-budget,message-machine-2012",an online video,18,30,30,42,23,4
5140.json,I also voted 98 percent of the time with Republicans in the Oregon Legislature.,false,suzanne-bonamici,democrat,"bipartisanship,message-machine-2012,voting-record",a debate,1,3,0,0,0,1
12450.json,Says the Human Rights Campaign is secretly funded,barely-true,pat-mccrory,republican,"campaign-finance,corrections-and-updates,gays-and-lesbians,sexuality,transparency",a radio interview on Charlotte's WBT,1,2,5,3,0,2
655.json,"McCain ""said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.""",true,planned-parenthood,none,health-care,Denver,1,0,1,1,0,5
12254.json,"Says Jeb Bush and Marco Rubio had it set so that the winner takes everything, because they wanted to make sure that I didnt get anything in the Florida primary.",false,donald-trump,republican,elections,"a speech in Rome, N.Y.",61,114,63,51,37,1
5237.json,Says he eliminated an EPA rule that treated spilled milk like it was oil.,true,barack-obama,democrat,"agriculture,environment,government-regulation",the State of the Union address,9,71,70,160,163,5
9010.json,Marijuana contains 50 to 70 percent more carcinogenic hydrocarbons than tobacco.,barely-true,michael-cerullo,none,drugs,a newspaper commentary,0,0,1,0,0,2
5456.json,Says Ted Cruz slurred Republican senators including John Cornyn as graybeards and spineless jellyfish.,half-true,david-dewhurst,republican,"candidates-biography,congress",a press release.,5,8,8,10,5,3
2211.json,"Despite the U.S. spending $10 billion on Iraqs electrical system, Baghdad still only gets five hours of electricity a day.",barely-true,george-packer,none,"energy,infrastructure,iraq,abc-news-week","ABC's ""This Week""",0,0,1,0,0,2
10537.json,A bill to eliminate Delta Air Lines jet fuel tax breaks violates federal law and puts the state at risk of losing critical funding from the Federal Aviation Administration.,true,trebor-banstetter,none,"corporations,gas-prices,government-regulation,state-budget,taxes",in a statement,0,0,0,0,1,5
5883.json,Says Gov. Scott Walker approved a gutting of two tax credits that help the poor and elderly.,false,gwen-moore,democrat,"income,poverty,taxes",a song/speech,1,4,3,4,3,1
13138.json,Says Donald Trump started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans.,true,hillary-clinton,democrat,"candidates-biography,diversity,housing",the first presidential debate,7,29,40,69,76,5
10461.json,Al-Qaida has grown fourfold in five years.,half-true,jack-keane,none,"foreign-policy,terrorism","comments on ""Fox News Sunday""",0,0,0,1,0,3
6861.json,Says Tennessee is providing millions of dollars to virtual school company for results at the bottom of the bottom.,true,andy-berke,democrat,"education,state-budget",a letter to state Senate education committee chairwoman Dolores Gresham.,0,0,0,0,0,5
12287.json,"As a former federal prosecutor, I prosecuted over 4,000 cases.",true,catherine-hanaway,republican,"candidates-biography,criminal-justice,legal-issues",a debate,0,1,0,0,0,5
9137.json,Women in the U.S. get 23 percent less pay than men for the same exact work.,barely-true,jimmy-carter,democrat,women,Television interview ,0,0,3,2,2,2
8323.json,(Obamacare) is a bill which has never once had a majority of Americans favor it.,mostly-true,newt-gingrich,republican,"health-care,polls,pundits","on CNN's ""Crossfire""",11,15,16,20,10,4
10827.json,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,true,senate-democrats,none,"jobs,state-budget,transportation",interviews,0,0,0,0,0,5
1382.json,Says Bill White is for gay marriage.,false,republican-party-texas,republican,"gays-and-lesbians,marriage",in a Web ad,1,1,3,1,3,1
8913.json,"Over 3 million Americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry.",true,tammy-baldwin,democrat,"economy,energy,environment,jobs,transportation",a news release,0,5,5,7,4,5
5287.json,Says Pennsylvania charges a top income tax rate of 3 percent and Delaware has no state income tax at all.,half-true,joe-pennacchio,republican,taxes,a news release,0,0,0,1,0,3
5041.json,New Jersey taxpayers will now face the highest tolls in the country.,false,steve-lonegan,republican,transportation,an email newsletter,0,2,1,2,0,1
8827.json,"U.S. Rep. John Barrow, D-Ga., does not want to audit the Federal Reserve.",false,rick-allen,republican,financial-regulation,a tweet,0,1,0,0,0,1
2644.json,"In Rhode Island, there were thousands of jobs that were created by the federal stimulus program",barely-true,james-langevin,democrat,"jobs,stimulus",campaign debates,0,1,1,2,1,2
7714.json,Says new Medicare billing guidelines have nine codes for (injuries by) turkeys.,true,ted-poe,republican,"animals,government-regulation,health-care,medicaid,medicare,market-regulation",an interview on Fox Business Network,0,1,1,1,0,5
7939.json,"Says a rape kit can be used to clean out women, basically like dilation and curettage.",pants-fire,jodie-laubenberg,republican,"abortion,health-care,public-health",Texas House debate on Senate Bill 5.,1,0,0,0,1,0
12366.json,"If you dont buy cigarettes at your local supermarket, your grocery bill wont go up a dime. The same is true of the sugary drink tax. If passed, you can avoid paying the tax by not buying sugary drinks.",half-true,philadelphia-daily-news,none,taxes,In an editorial,0,0,0,1,0,3
11799.json,"Says Cresent Hardy agreed with Mitt Romney about the 47 percent and said that people with disabilities are, and I quote him, a drain on society.",half-true,hillary-clinton,democrat,"candidates-biography,disability",comments during the Nevada Battleborn Battleground Dinner at the MGM Grand in Las Vegas,7,29,40,69,76,3
6091.json,"Rob Portman shares radical, ideological views toward women.",false,ohio-democratic-party,democrat,"abortion,health-care,voting-record,women",a news release,2,1,4,2,2,1
2326.json,"Says the federal agency in charge of Medicare and Medicaid will disburse $803 billion in benefits this year, making it larger than all but 15 of the worlds economies.",half-true,michael-mccaul,republican,"economy,health-care",an e-mail,0,0,1,1,4,3
8201.json,Congressman Patrick Murphy voted to keep the scandal-ridden IRS in charge of enforcing Obamacare.,barely-true,national-republican-congressional-committee,republican,health-care,a YouTube video,8,9,18,8,5,2
7772.json,Says he has sued the Obama administration 25 times.,true,greg-abbott,republican,"civil-rights,environment,legal-issues,redistricting",remarks at FreedomWorks Texas Summit in Austin,5,3,11,8,6,5
9791.json,"Says Rep. Tom Reed, R-N.Y., voted to raise the Social Security retirement age on us.",half-true,martha-robertson,democrat,social-security,a campaign ad,0,0,0,1,0,3
9878.json,Social Security has never contributed one cent to the deficit. Not one cent.,half-true,jeff-merkley,democrat,social-security,a roundtable discussion with senior citizens,0,1,0,3,6,3
1797.json,"Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state.",mostly-true,lone-star-project,democrat,"census,elections",an e-mail blast.,0,1,0,2,1,4
800.json,"""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.""",false,chain-email,none,candidates-biography,our inbox,105,43,11,8,5,1
6266.json,"When I was governor, not only did test scores improve we also narrowed the achievement gap.",half-true,mitt-romney,republican,education,a speech to the NAACP,19,32,34,58,33,3
4578.json,"Says that In 2009, I saved ratepayers around $500 million by persuading the Council to pursue a less expensive compliance mechanism if the City is required to treat Bull Run drinking water.",mostly-true,amanda-fritz,democrat,"city-budget,city-government,environment,public-health,water",in campaign literature,0,1,1,0,2,4
3125.json,Says he helped lead an outside audit thatll save (Milwaukee County) taxpayers over $200 million.,false,chris-abele,none,"candidates-biography,county-budget",a campaign TV ad,2,5,3,4,4,1
11669.json,"Up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.",mostly-true,jeb-bush,republican,"foreign-policy,military,terrorism",an interview on 'This Week' ,2,5,17,17,24,4
4796.json,One-third of our college grads leave Ohio within three years.,mostly-true,john-kasich,republican,"economy,education,jobs",a speech,3,8,9,10,18,4
10685.json,You know how many children in the history of the United States have died in a fire (at school)? Zero.,false,greg-steube,republican,"education,guns,public-safety",a Florida House judiciary committee hearing,0,1,1,0,0,1
2783.json,"The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year.",false,rand-paul,republican,"economy,federal-budget,abc-news-week,workers",an interview on ABC's This Week with Christiane Amanpour,3,8,7,10,12,1
7532.json,Nearly 25 percent of all automobile accidents are caused by texting while driving.,barely-true,doug-holder,republican,"public-safety,transportation",a committee hearing on HB 13,0,0,1,0,0,2
2288.json,Paul Broun Jr. sides with sexual deviants to support sale of crush videos.,false,russell-edwards,democrat,voting-record,his campaign Web site,0,1,0,0,0,1
10722.json,Says Rand Paul denied that he put forward a bill ... to zero out foreign aid and specifically spoke about Israel.,half-true,kirsten-powers,democrat,"federal-budget,foreign-policy,israel","a panel discussion on ""Fox News Sunday""",0,0,0,1,0,3
1338.json,"Senate health care legislation will ""levy a new 'abortion premium' fee on Americans in the government-run plan.""",false,john-boehner,republican,abortion,the House GOP Web site,2,22,13,11,4,1
6799.json,Says the public option considered in the health care law backed by U.S. Senate candidate Tammy Baldwin was wildly unpopular.,false,us-chamber-commerce,none,"health-care,medicare,message-machine-2012,polls",a TV ad,1,3,6,3,1,1
11017.json,"Only five states, including Georgia, do not have a hate crimes law.",true,various-media-reports,none,crime,church shooting aftermath,0,0,0,0,0,5
7594.json,"Says that under President Barack Obamas health care law, your insurance premiums could go up by 200 percent and cost as much as a new Explorer.",false,fred-thompson,republican,health-care,a tweet,0,4,1,3,3,1
6669.json,Says Charlie Bass forfeits right to equal cost for TV ads under FCC rules,false,ann-mclane-kuster,democrat,campaign-advertising,"a press release sent to The Telegraph on Aug. 31, 2012",0,1,2,3,0,1
1399.json,"We definitely lost way more jobs in Texas this year than we gained we lost 300,000 jobs in Texas alone this year.",true,kay-bailey-hutchison,republican,economy,a debate.,0,4,2,4,3,5
13153.json,"These people that we were going to deport for good reason ended up becoming citizens. Ended up becoming citizens. And it was 800. And now it turns out it might be 1,800, and they dont even know.",mostly-true,donald-trump,republican,immigration,a presidential debate at Hofstra University,61,114,63,51,37,4
8246.json,Chemical weapons have been used probably 20 times since the Persian Gulf War.,barely-true,ted-yoho,republican,"foreign-policy,military,terrorism",an interview on Fox Business Network,0,0,1,0,0,2
4511.json,The Atlanta Beltline paid nearly $3.5 million for less than a quarter-acre.,false,john-sherman,none,government-efficiency,a newsletter,0,1,0,0,0,1
6818.json,Says Ohios Issue 2 will create a redistricting commission that will have a blank check to spend our money.,false,ohio-republican-party,republican,"elections,government-efficiency,redistricting,state-budget",an election flier ,0,2,2,2,1,1
7733.json,"The U.S. Army had a training program that put evangelical Christians, Catholics and Mormons in the same category of religious extremism as we do al-Qaida.",barely-true,randy-forbes,republican,"military,religion",a congressional hearing.,0,0,1,4,3,2
46.json,"""I built that border fence in San Diego...and it reduced the smuggling of people and drugs...by 90 percent.""",mostly-true,duncan-hunter,republican,immigration,"a debate in Durham, N.H.",0,1,0,0,2,4
6759.json,Tim Kaine announced he wants to raise taxes on everyone.,false,george-allen,republican,taxes,a news release.,1,8,2,3,4,1
7969.json,Michelle Nunn has praised the Occupy movement.,barely-true,national-republican-senatorial-committee,republican,occupy-wall-street,a press release,5,5,11,7,2,2
9585.json,The U.S. Supreme Court is five guys who start determining what contraceptions are legal.,false,nancy-pelosi,democrat,"health-care,sexuality,women",a press conference,3,7,3,11,2,1
2286.json,The seed of Muslim is passed through the father.,barely-true,franklin-graham,none,religion,an interview on CNN,0,1,1,0,0,2
5547.json,(GM and Chrysler) repaid their loans.,half-true,barack-obama,democrat,"candidates-biography,corporations,economy,message-machine-2012,stimulus",in campaign video “The Road We’ve Traveled”,9,71,70,160,163,3
9519.json,U.S. Senate candidate David Perdues company took $3 million from the federal stimulus program that President Barack Obama created.,barely-true,jack-kingston,republican,stimulus,radio and television add,0,1,3,4,3,2
3984.json,The U.S. is spending one out of every six Defense Department dollars on Afghanistan.,true,jon-huntsman,republican,"afghanistan,federal-budget,military","an interview on ""Morning Joe.""",1,1,5,5,4,5
10950.json,"The last quarter, it was just announced, our gross domestic product was below zero. Who ever heard of this? Its never below zero.",pants-fire,donald-trump,republican,"economy,jobs",his presidential announcement speech,61,114,63,51,37,0
3147.json,Says there have been 50 million abortions since Roe v. Wade was decided.,true,rick-perry,republican,abortion,a speech,18,30,30,42,23,5
4550.json,"Says New Jerseys unemployment is significantly lower than it was when I got here. And weve created 50,000 new private sector jobs in the last 20 months after having lost 117,000 in the year before I got here.",half-true,chris-christie,republican,jobs,a press conference,8,17,10,27,19,3
3954.json,Obamacare takes $500 billion out of Medicare and funds Obamacare.,half-true,mitt-romney,republican,"health-care,medicare",a Republican presidential candidate debate in New Hampshire,19,32,34,58,33,3
2688.json,Unfortunately everyone needs to cut back in these tough economic times. Thats why I voted to cut my own pay along with the pay of our state employees.,false,matt-patten,democrat,"job-accomplishments,state-budget,voting-record",a campaign mailer,0,1,0,0,0,1
6405.json,Medicare insurance premiums will be rising to $120.20 per month in 2013 and $247.00 per month in 2014.,pants-fire,chain-email,none,"federal-budget,health-care,medicare,poverty,retirement",a message via the Internet,105,43,11,8,5,0
2348.json,"The presidents party always gets shellacked in midterms. Its only twice, 1934 and 2002, that the presidents party actually gained in both the House and the Senate.",mostly-true,mary-jordan,none,"elections,history,pundits,abc-news-week","a roundtable discussion on ABC's ""This Week with Christiane Amanpour""",0,0,0,0,2,4
9470.json,Thom Tillis cut almost $500 million from education.,half-true,emilys-list,organization,"children,congress,economy,education,jobs,state-budget,state-finances",a television ad,0,0,1,3,2,3
11167.json,Illegal immigration wasnt a subject that was on anybodys mind until I brought it up at my announcement.,false,donald-trump,republican,immigration,the first Republican debate,61,114,63,51,37,1
11913.json,"There comes a point in the last year of the president, especially in their second term, where you stop nominating both Supreme Court justices and Court of Appeals judges.",false,marco-rubio,republican,supreme-court,"comments on ""Meet the Press""",5,24,33,32,35,1
13258.json,"If you look worldwide, the number of terrorist incidents have not substantially increased.",barely-true,barack-obama,democrat,"homeland-security,terrorism",a CNN town hall,9,71,70,160,163,2
8420.json,"Says nearly 30,000 federal employees in Oregon were furloughed during the government shutdown.",false,suzanne-bonamici,democrat,"economy,federal-budget,jobs",an opinion piece. ,1,3,0,0,0,1
6049.json,"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.",half-true,barack-obama,democrat,"economy,history,jobs,message-machine-2012,states",a television ad,9,71,70,160,163,3
12633.json,More people now die in Wisconsin from drug overdoses than car crashes.,true,brad-schimel,republican,drugs,an opinion piece,0,2,0,1,0,5
3413.json,"On the night of the Wisconsin state Senate vote on the budget package, a mob showed up and busted down the door and took over the Capitol.",half-true,scott-fitzgerald,republican,"labor,state-budget",a radio interview,0,2,1,1,0,3
10273.json,"794 law enforcement officers have fallen in the line of duty since B.H. Obama took office, with no special recognition from the White House.",pants-fire,facebook-posts,none,criminal-justice,a meme on social media,36,18,14,15,11,0
6225.json,Two thirds to three quarters of people without [health] insurance in Rhode Island work.,half-true,elizabeth-roberts,democrat,"health-care,poverty,public-health,welfare","a panel discussion on ""A Lively Experiment""",0,0,1,2,0,3
6731.json,"The president went on a stimulus-fueled spending binge that stuck every American man, woman and child with a $50,000 share of this $16 trillion debt.",false,john-boehner,republican,"debt,federal-budget,stimulus",a news release,2,22,13,11,4,1
6531.json,The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.,half-true,paul-ryan,republican,"health-care,medicare",a campaign stop at The Villages,2,6,19,16,14,3
7018.json,"Were talking right now about a $12 billion hole in our current, so-called balanced state budget.",half-true,donna-howard,democrat,"education,health-care,state-budget",East Austin meetup of Texans for Obama.,0,0,1,1,2,3
3320.json,"From 2003 to 2006, Sesame Street made more than $211 million from toy and consumer product sales.",true,jim-demint,republican,"children,federal-budget",a blog post,1,4,4,0,0,5
9985.json,Says personhood legislation she sponsored would not have restricted access to reproductive services and was simply a statement that I support life.,half-true,joni-ernst,republican,"abortion,women",a debate,0,1,2,1,1,3
8891.json,"The CBOs latest report confirms what Republicans have been saying for years now. Under Obamacare, millions of hardworking Americans will lose their jobs.",barely-true,eric-cantor,republican,"economy,health-care,jobs",a news release.,4,6,9,4,4,2
1336.json,"If you look at last year's presidential campaign, ""you can't find a mention of public option.""",mostly-true,joe-lieberman,independent,health-care,an interview with Politico,0,1,1,0,2,4
7405.json,"Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.",half-true,barack-obama,democrat,"children,education",a speech,9,71,70,160,163,3
4165.json,"Says the most dangerous time for children is from 3 to 6 p.m., during which time juvenile crime rates triple",half-true,raymond-lesniak,democrat,"children,crime,education",testimony during a Senate hearing,0,0,0,2,0,3
260.json,"""Bill Clinton cut the military drastically.""",half-true,rudy-giuliani,republican,military,"a debate in Manchester, N.H.",3,11,9,10,7,3
12565.json,"As a result of Roe vs. Wade, Americas maternal mortality rate dropped dramatically.",mostly-true,hillary-clinton,democrat,"abortion,public-health,supreme-court,women",remarks at a Planned Parenthood event,7,29,40,69,76,4
9954.json,Greg Abbott heads up a party whose platform calls for the repeal of the Voting Rights Act.,mostly-true,wendy-davis,democrat,"civil-rights,elections",a debate in the Rio Grande Valley.,1,1,5,8,12,4
11248.json,African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police.,mostly-true,bernie-s,independent,"crime,diversity,legal-issues",web site,0,12,18,22,41,4
9644.json,"Right now, one third of all illegal aliens are going to California.",half-true,pat-buchanan,republican,immigration,comments on Fox News,0,0,1,1,0,3
6117.json,Tim Kaine urged$500 billion in Medicare cuts.,false,american-crossroads,republican,"health-care,medicare,message-machine-2012",a TV ad. ,0,5,5,4,0,1
11773.json,Says Virginia Del. Mark Cole wants schools to check childrens genitals before using bathroom.,false,occupy-democrats,organization,"children,education,fake-news,sexuality",a blog post.,4,4,0,3,1,1
6802.json,"Brendan Doherty wants to repeal Obamacare, increasing drug prices for seniors.",barely-true,david-cicilline,democrat,"drugs,health-care,medicare,message-machine-2012,campaign-advertising,poverty,public-health",a campaign commercial,1,4,7,5,4,2
3746.json,Increasing the bottle deposit to 10 cents on a case of water bottles could literally double the price of that product in the store.,barely-true,matt-wingard,republican,"environment,water",a House floor session,0,0,1,1,0,2
3066.json,Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,false,ohio-alliance-retired-americans,none,"health-care,voting-record",a news release,0,1,0,0,0,1
7928.json,The state GOP ticket says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.,false,terry-mcauliffe,democrat,abortion,a speech.,3,6,12,2,2,1
2520.json,"The Chilean privatization scheme that Sharron Angle supports has resulted in hidden fees, fewer benefits, and millions of people with no coverage.",barely-true,patriot-majority-pac,none,"financial-regulation,foreign-policy,message-machine,social-security",a campaign commercial,0,0,1,0,0,2
7740.json,Says only about 250 Texans have been killed in action since 9/11.,false,leticia-van-de-putte,democrat,"afghanistan,iraq,military,terrorism",remarks on the floor of the Texas Senate.,1,2,2,4,1,1
3839.json,Says that PolitiFact Ohio confirms that Betty Sutton maxed out federal debt,pants-fire,national-republican-congressional-committee,republican,"deficit,federal-budget",an e-mail news release,8,9,18,8,5,0
2083.json,We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.,barely-true,rick-perry,republican,education,an interview with CNBC,18,30,30,42,23,2
12132.json,"During three and a half years of campaigning, Lamar Smith has never once appeared at a moderated debate to defend his positions on the issues.",true,matt-mccall,republican,elections,Press release,0,0,0,0,0,5
4573.json,Says Rick Perry supported a guest worker program to help people who would otherwise be illegal aliens.,mostly-true,libertarian-national-committee,libertarian,immigration,a video posted on its website,0,0,0,1,1,4
